Temp	FM	Psi	Date
10.7087604166667	69.8432916666667	-0.489965308775376	2011-03-28
12.2044270833333	68.8982708333333	-0.497633949575232	2011-03-29
16.1849791666667	66.0919270833333	-0.521793056312678	2011-03-30
22.3752604166667	60.04040625	-0.58215919235939	2011-03-31
22.44321875	55.0128125	-0.643189137556961	2011-04-01
15.6098645833333	49.3710833333333	-0.727626754973207	2011-04-02
13.3224479166667	44.7590104166667	-0.813698931880903	2011-04-03
14.39328125	38.3640729166667	-0.970048217111913	2011-04-04
15.3812395833333	32.7271354166667	-1.16271259265922	2011-04-05
13.2293020833333	30.20196875	-1.27416977621632	2011-04-06
12.6208645833333	29.8849895833333	-1.28958788532736	2011-04-07
8.01171875	32.559	-1.16955993597801	2011-04-08
6.58619791666667	45.7109583333333	-0.794409294204011	2011-04-09
10.2653541666667	48.3536875	-0.745105459105236	2011-04-10
12.4852395833333	37.80753125	-0.986343538954152	2011-04-11
13.02959375	30.9489270833333	-1.23917175892169	2011-04-12
12.5596041666667	27.5431770833333	-1.41530972065906	2011-04-13
12.6092083333333	25.4338854166667	-1.54987616263221	2011-04-14
18.7806979166667	22.65440625	-1.76845261936332	2011-04-15
21.31609375	21.250125	-1.90228415781715	2011-04-16
19.07240625	20.4780520833333	-1.98425934972897	2011-04-17
13.5709791666667	21.2670208333333	-1.90056138089877	2011-04-18
14.06153125	24.0716458333333	-1.65025437867068	2011-04-19
14.2059895833333	23.9038958333333	-1.6634631508076	2011-04-20
13.4653020833333	24.0738020833333	-1.65008587574388	2011-04-21
13.2276875	24.490875	-1.61808966769872	2011-04-22
13.6198958333333	23.4621458333333	-1.69921477839326	2011-04-23
12.4843854166667	23.5295833333333	-1.69366400954318	2011-04-24
13.48071875	26.10565625	-1.50449250125722	2011-04-25
14.6550104166667	23.6853854166667	-1.68096924893801	2011-04-26
16.6203020833333	22.0828854166667	-1.82072290184563	2011-04-27
18.73253125	20.7013541666667	-1.95987741097929	2011-04-28
15.02496875	19.8740729166667	-2.05314889988225	2011-04-29
15.40321875	18.6243541666667	-2.21092950732652	2011-04-30
19.44496875	16.34140625	-2.56635979033559	2011-05-01
20.7076875	15.25815625	-2.77507766842097	2011-05-02
22.99728125	14.1241875	-3.03046399155062	2011-05-03
22.72846875	13.0667291666667	-3.31159512430348	2011-05-04
19.8543958333333	12.8561354166667	-3.37350679282676	2011-05-05
15.7952083333333	13.4503125	-3.20414809951354	2011-05-06
14.3696145833333	13.5143229166667	-3.1868527404347	2011-05-07
13.22875	15.35275	-2.75559409658075	2011-05-08
11.862	17.2967395833333	-2.40540520995219	2011-05-09
12.6135729166667	16.1677604166667	-2.59780556394193	2011-05-10
13.2851770833333	13.7331864583333	-3.1290189095372	2011-05-11
14.9709791666667	12.8445802083333	-3.37696675735362	2011-05-12
16.1834479166667	12.404240625	-3.51396539861508	2011-05-13
13.9397604166667	14.4138083333333	-2.96114532492903	2011-05-14
11.8631871794872	29.32465625	-1.31771639220815	2011-05-15
10.5470587121212	53.06921875	-0.670111108233768	2011-05-16
11.7862395833333	41.9193020833333	-0.87683015890358	2011-05-17
12.128875	52.3048229166667	-0.681286698011672	2011-05-18
12.2497916666667	61.70884375	-0.56424983707152	2011-05-19
14.04953125	53.5429375	-0.663356497709703	2011-05-20
14.7538229166667	43.5935625	-0.8385442720637	2011-05-21
14.0374791666667	35.7733645833333	-1.0505321056852	2011-05-22
13.9475833333333	32.57371875	-1.16895749128648	2011-05-23
13.1919375	28.9247291666667	-1.33850650238251	2011-05-24
15.1849895833333	24.0986145833333	-1.64814919276863	2011-05-25
15.2941666666667	20.9991260416667	-1.92822672353158	2011-05-26
15.7354166666667	19.261721875	-2.12772289075744	2011-05-27
15.6880625	17.68666875	-2.34504402639279	2011-05-28
12.883	19.4970875	-2.09846622793413	2011-05-29
14.4283541666667	21.1222208333333	-1.91542154765722	2011-05-30
15.945125	16.6396427083333	-2.51398876418906	2011-05-31
14.1204270833333	15.9894302083333	-2.6308608767652	2011-06-01
13.7884479166667	15.22620625	-2.78171697764684	2011-06-02
15.6530104166667	14.049575	-3.04881768849767	2011-06-03
14.6183645833333	13.3641864583333	-3.22769885845681	2011-06-04
14.2413333333333	12.846990625	-3.3762444589634	2011-06-05
14.84175	22.7474979166667	-1.76020457712153	2011-06-06
15.2994270833333	24.5234895833333	-1.61563667331343	2011-06-07
15.0995	17.67358125	-2.34702377703518	2011-06-08
15.1999166666667	16.0618270833333	-2.61734667552333	2011-06-09
14.849	16.1993177083333	-2.59203716570779	2011-06-10
15.1646145833333	18.3449791666667	-2.24935423366877	2011-06-11
15.21665625	17.4021875	-2.38879624046385	2011-06-12
15.3701875	15.8471822916667	-2.6577990842194	2011-06-13
17.5506041666667	13.451665625	-3.20378066814581	2011-06-14
17.5758854166667	12.4572739583333	-3.49691640917	2011-06-15
16.0864375	12.3934291666667	-3.51746019304391	2011-06-16
15.9621354166667	12.7327520833333	-3.41079867739541	2011-06-17
16.975625	12.53265	-3.47295031162546	2011-06-18
15.1846041666667	12.0451083333333	-3.63365155524892	2011-06-19
16.90571875	12.9488833333333	-3.34597464872077	2011-06-20
18.2916354166667	11.337053125	-3.8934740231525	2011-06-21
18.6267291666667	10.8695979166667	-4.08492533105664	2011-06-22
18.1703229166667	10.7136708333333	-4.15276951525366	2011-06-23
17.8721875	10.5620708333333	-4.22078803109539	2011-06-24
17.4840625	10.3450791666667	-4.32186239919569	2011-06-25
17.1459270833333	10.1593760416667	-4.41203620860516	2011-06-26
19.88509375	9.81354583333333	-4.5897169136227	2011-06-27
18.1782395833333	9.78257083333333	-4.60628778040473	2011-06-28
18.1857604166667	9.88423125	-4.55231793262536	2011-06-29
18.49059375	9.634175	-4.68725869679214	2011-06-30
21.6643686594203	9.13142916666667	-4.98256884804704	2011-07-01
22.7277604166667	8.77674583333333	-5.21275452366984	2011-07-02
21.18040625	8.71604583333333	-5.25415950119119	2011-07-03
22.801	8.98354375	-5.07618130457521	2011-07-04
23.6885625	8.74935729166667	-5.23136082073341	2011-07-05
24.29059375	8.89915729166667	-5.13109153332839	2011-07-06
24.4716354166667	8.411915625	-5.47125924744023	2011-07-07
22.9097604166667	8.39162916666667	-5.48634008735361	2011-07-08
20.3603645833333	8.70065208333333	-5.26475824724425	2011-07-09
19.5755625	8.792465625	-5.20213136059047	2011-07-10
18.8425833333333	8.821346875	-5.1827194798408	2011-07-11
18.79728125	8.87986145833333	-5.14380423854618	2011-07-12
18.1274375	9.03638645833333	-5.04235503250194	2011-07-13
17.243875	9.70087916666667	-4.6505341756793	2011-07-14
18.5630833333333	10.4506083333333	-4.27214610610036	2011-07-15
18.2981666666667	9.31210729166667	-4.87251070025317	2011-07-16
18.3987395833333	8.94544270833333	-5.10083637768175	2011-07-17
20.61884375	8.63458333333333	-5.31070660925132	2011-07-18
22.24634375	8.368059375	-5.50396001486175	2011-07-19
20.1754479166667	8.26247708333333	-5.58421052942349	2011-07-20
19.2220208333333	8.44228541666667	-5.44882743118723	2011-07-21
19.14915625	8.51708020833333	-5.39431183109916	2011-07-22
19.1517708333333	8.48538229166667	-5.41728990562218	2011-07-23
19.31903125	8.43027604166667	-5.45767715675171	2011-07-24
22.2659895833333	8.2752625	-5.5743760189159	2011-07-25
22.18821875	7.70264270833333	-6.04920315313017	2011-07-26
18.9231458333333	8.315134375	-5.5439144337205	2011-07-27
18.9713958333333	8.53886770833333	-5.37862372991982	2011-07-28
19.8108854166667	8.65709791666667	-5.29496425736638	2011-07-29
19.6603854166667	8.67344583333333	-5.28358847449245	2011-07-30
19.9780833333333	10.3241052083333	-4.33187312316045	2011-07-31
22.7629375	11.1410645833333	-3.97165082780179	2011-08-01
25.6983854166667	8.217015625	-5.61944467794908	2011-08-02
23.9291145833333	7.3063625	-6.42462972642002	2011-08-03
21.3183020833333	7.63616145833333	-6.10927777255506	2011-08-04
18.43534375	7.85248541666667	-5.91778728986732	2011-08-05
19.17009375	8.15468229166667	-5.66843873085054	2011-08-06
18.4122708333333	8.25865833333333	-5.58715422176288	2011-08-07
18.16428125	8.47885520833333	-5.42204426781945	2011-08-08
18.3774375	8.52413854166667	-5.3892200774348	2011-08-09
18.0707291666667	8.55426354166667	-5.36758950470999	2011-08-10
18.0838854166667	8.66350208333333	-5.29050241166076	2011-08-11
18.7171979166667	8.7108625	-5.25772380053179	2011-08-12
19.1681770833333	8.87270416666667	-5.14853473274253	2011-08-13
20.2942083333333	8.682771875	-5.27711943009178	2011-08-14
20.1960416666667	8.59242291666667	-5.34042295085002	2011-08-15
19.8952916666667	8.58915625	-5.34273845937006	2011-08-16
19.8814895833333	8.410184375	-5.47254321092304	2011-08-17
21.0654375	8.26700729166667	-5.58072218124302	2011-08-18
18.9910416666667	8.52570208333333	-5.38809338727534	2011-08-19
18.773875	8.60071875	-5.33455108067239	2011-08-20
17.6082604166667	8.58007708333333	-5.34918394616839	2011-08-21
19.1928125	8.63922604166667	-5.30745320983477	2011-08-22
23.19653125	8.1759125	-5.65166200056612	2011-08-23
22.97303125	8.033328125	-5.76615896988767	2011-08-24
24.2596145833333	8.01199375	-5.78366596728429	2011-08-25
25.8845	7.65175520833333	-6.09508647103236	2011-08-26
27.2008854166667	7.443746875	-6.28962957526542	2011-08-27
25.4070729166667	7.57586875	-6.16473630853877	2011-08-28
23.906625	7.691384375	-6.05929840332585	2011-08-29
19.7155625	8.09640729166667	-5.71497339144745	2011-08-30
19.2528229166667	8.31331458333333	-5.54529792199038	2011-08-31
18.1955625	8.37399791666667	-5.49951057319932	2011-09-01
18.4020625	8.385896875	-5.49061558936468	2011-09-02
19.0322291666667	8.34630520833333	-5.52031715905527	2011-09-03
19.7683125	8.30965729166667	-5.54808032219564	2011-09-04
21.5695729166667	9.157059375	-4.96667353449798	2011-09-05
28.245	8.58615	-5.34487104280525	2011-09-06
29.48534375	7.70936666666667	-6.04318888465778	2011-09-07
28.6341354166667	7.20456458333333	-6.52821826737736	2011-09-08
20.930875	7.53315	-6.20460512636924	2011-09-09
16.6935729166667	9.36849583333333	-4.83909155694876	2011-09-10
18.0805104166667	11.2551333333333	-3.92579623560327	2011-09-11
18.0435416666667	9.243709375	-4.91363311953078	2011-09-12
19.98296875	8.91153854166667	-5.12296539594134	2011-09-13
18.8410208333333	9.181109375	-4.95184457485638	2011-09-14
18.3526041666667	9.33507604166667	-4.85884593125645	2011-09-15
17.0538854166667	9.77874583333333	-4.6083418544251	2011-09-16
16.59625	10.5887552083333	-4.20866436834824	2011-09-17
17.4456145833333	10.254653125	-4.36533500265625	2011-09-18
19.1066041666667	9.55538958333333	-4.7313417034292	2011-09-19
17.5556770833333	9.56965	-4.72330496186833	2011-09-20
18.0087604166667	9.630571875	-4.6892579251325	2011-09-21
17.6795833333333	9.69908958333333	-4.65151239054034	2011-09-22
18.8746875	9.81326770833333	-4.58986520571554	2011-09-23
17.5256666666667	9.9676125	-4.50893092507152	2011-09-24
16.8132291666667	10.4125072916667	-4.28997168279627	2011-09-25
16.79	10.6010510416667	-4.20309990978395	2011-09-26
19.3642291666667	10.27985	-4.35313927382515	2011-09-27
17.9156979166667	10.0436083333333	-4.47005794318695	2011-09-28
18.03828125	10.1437354166667	-4.41979237221253	2011-09-29
18.4953645833333	9.867525	-4.56110531691505	2011-09-30
21.7131458333333	9.59458020833333	-4.70931644373329	2011-10-01
23.54121875	8.78748958333333	-5.20548968435378	2011-10-02
20.2581041666667	8.849384375	-5.16400437066232	2011-10-03
14.7691770833333	10.9418552083333	-4.0541871259844	2011-10-04
13.68634375	29.0576145833333	-1.33153055063481	2011-10-05
13.0738229166667	69.6352395833333	-0.491634491647793	2011-10-06
13.6305520833333	68.3217291666667	-0.502424027164848	2011-10-07
16.51525	63.44096875	-0.546721193735542	2011-10-08
20.0611770833333	55.0135416666667	-0.64317941903206	2011-10-09
19.0274791666667	45.6086041666667	-0.796442007318085	2011-10-10
19.5059895833333	40.0519583333333	-0.923584013794504	2011-10-11
27.7730416666667	35.0565104166667	-1.07505625265118	2011-10-12
30.6724375	29.1236041666667	-1.32809166827155	2011-10-13
24.11671875	26.3928645833333	-1.48584273465243	2011-10-14
17.2853541666667	26.6466041666667	-1.46972389887467	2011-10-15
16.33034375	27.0704375	-1.44352023291828	2011-10-16
19.8081145833333	26.9366354166667	-1.45169730869086	2011-10-17
16.7589583333333	26.4468541666667	-1.48238531934873	2011-10-18
15.5435729166667	26.9870729166667	-1.44860472229448	2011-10-19
14.6809375	26.99925	-1.44785993439397	2011-10-20
15.7443645833333	26.3018958333333	-1.49170260352717	2011-10-21
19.03621875	25.8342708333333	-1.52252282221072	2011-10-22
20.3059895833333	24.9974583333333	-1.58076101251981	2011-10-23
14.9715520833333	24.85190625	-1.59131964082986	2011-10-24
14.2317395833333	26.0328020833333	-1.50929329843372	2011-10-25
15.1912708333333	28.5150833333333	-1.36044939926932	2011-10-26
16.43934375	26.7744479166667	-1.46172639972461	2011-10-27
17.6443125	24.1070625	-1.64749078333289	2011-10-28
18.5095729166667	22.6346145833333	-1.77021554550917	2011-10-29
20.2405104166667	21.7704375	-1.85054193034332	2011-10-30
20.2156041666667	20.9801770833333	-1.93021220843607	2011-10-31
15.1283854166667	20.8382395833333	-1.94520742190069	2011-11-01
19.2632083333333	19.7521979166667	-2.06759703201835	2011-11-02
18.4326458333333	17.0948416666667	-2.43781808405877	2011-11-03
12.4646041666667	31.7125791666667	-1.20521216109098	2011-11-04
9.29007291666667	64.94671875	-0.532294849765019	2011-11-05
9.14708333333333	65.6945416666667	-0.525392781287403	2011-11-06
10.2815520833333	68.9193541666667	-0.497460407963064	2011-11-07
11.87153125	68.5563541666667	-0.500464290731043	2011-11-08
15.69853125	67.00171875	-0.513723594992297	2011-11-09
18.9670833333333	62.8020416666667	-0.553066558236497	2011-11-10
17.7365625	58.2088958333333	-0.603086513743585	2011-11-11
13.5975416666667	57.5099375	-0.611449490764796	2011-11-12
14.5937708333333	65.5286354166667	-0.526909473586442	2011-11-13
13.7459270833333	65.6091041666667	-0.52617281423749	2011-11-14
13.6901666666667	64.6118333333333	-0.535441138623699	2011-11-15
12.4792395833333	63.0138229166667	-0.550948042733043	2011-11-16
15.8125729166667	61.1143958333333	-0.570510803286627	2011-11-17
10.6048333333333	58.7936979166667	-0.596252761250402	2011-11-18
11.6549270833333	57.6938958333333	-0.609227419381174	2011-11-19
10.3476041666667	56.6409791666667	-0.622154763733762	2011-11-20
10.00734375	69.1776527777778	-0.495343480514744	2011-11-21
11.13190625	68.70109375	-0.499262476003738	2011-11-22
12.64646875	68.3085416666667	-0.502534605126321	2011-11-23
11.8324479166667	67.6851458333333	-0.507814442204171	2011-11-24
10.92446875	67.0006041666667	-0.513733337453743	2011-11-25
16.9895833333333	65.9990208333333	-0.522630495656496	2011-11-26
23.6	62.54121875	-0.555696755193458	2011-11-27
21.634625	57.2294791666667	-0.614866630519694	2011-11-28
18.759875	53.6779791666667	-0.661454338222578	2011-11-29
17.0096979166667	51.3291770833333	-0.696068827281774	2011-11-30
11.9296354166667	49.0098125	-0.733744437509968	2011-12-01
13.1597083333333	46.23696875	-0.784114752060321	2011-12-02
10.5231875	44.6347083333333	-0.81628273185647	2011-12-03
11.0825416666667	42.5336875	-0.862406115807094	2011-12-04
9.85047916666667	40.6270104166667	-0.908695844509483	2011-12-05
11.9181458333333	37.5854791666667	-0.992989336092107	2011-12-06
12.444625	35.507375	-1.05950820048596	2011-12-07
11.6059270833333	34.2538020833333	-1.10382309082194	2011-12-08
12.6848229166667	33.9218958333333	-1.11614381290073	2011-12-09
15.6767708333333	32.4869583333333	-1.17251705906106	2011-12-10
9.49141666666667	31.8463333333333	-1.19944332253796	2011-12-11
9.02061458333333	38.6447291666667	-0.962021068156083	2011-12-12
9.20034375	65.8044772727273	-0.524392272129161	2011-12-13
10.071625	66.0530909090909	-0.522142811620184	2011-12-14
8.362625	65.8188868471954	-0.524261397609426	2011-12-15
11.1305208333333	65.5846827852998	-0.526396177826401	2011-12-16
13.738125	65.3504787234043	-0.5285473345533	2011-12-17
10.7268958333333	64.6483125	-0.535096719589007	2011-12-18
10.7391770833333	63.7492962962963	-0.543707768444447	2011-12-19
10.7967395833333	62.678875	-0.554305679890414	2011-12-20
11.0413229166667	61.127875	-0.570367391196723	2011-12-21
9.57560416666667	58.9825	-0.59407744978851	2011-12-22
13.7080416666667	53.6014270833333	-0.662531370651129	2011-12-23
16.49053125	47.1007291666667	-0.767743220064029	2011-12-24
17.72671875	42.0449479166667	-0.873843651009706	2011-12-25
15.5435625	38.5625833333333	-0.964357610033491	2011-12-26
13.32653125	36.5503958333333	-1.02511009926072	2011-12-27
16.612625	34.9838229166667	-1.07760303381675	2011-12-28
16.4129270833333	33.03653125	-1.15030716685698	2011-12-29
15.748875	31.55315625	-1.21215647987939	2011-12-30
15.5501666666667	30.7878020833333	-1.24656746144629	2011-12-31
19.4442083333333	29.821375	-1.29272441661944	2012-01-01
20.6196666666667	28.3827395833333	-1.36768338935157	2012-01-02
21.09765625	27.22940625	-1.43391686654381	2012-01-03
23.1687291666667	25.800125	-1.52482015962799	2012-01-04
22.7901041666667	23.6557916666667	-1.68336678501123	2012-01-05
17.55496875	23.23178125	-1.71843625830448	2012-01-06
11.3889791666667	23.6942395833333	-1.68025317449213	2012-01-07
16.30203125	23.3643958333333	-1.7073214457967	2012-01-08
18.19809375	21.4360625	-1.88348502657047	2012-01-09
13.84009375	21.2685520833333	-1.90040539234218	2012-01-10
12.79765625	21.6726354166667	-1.8600650041929	2012-01-11
18.39475	21.1086145833333	-1.91682910963827	2012-01-12
18.9566354166667	19.5037291666667	-2.09765160637474	2012-01-13
16.10425	18.5207052083333	-2.22504048152831	2012-01-14
12.8537708333333	19.1255520833333	-2.14500125645188	2012-01-15
9.57221875	49.6928020833333	-0.7222589198475	2012-01-16
8.34458333333333	61.0666666666667	-0.571019164158791	2012-01-17
8.76420833333333	60.9906041666667	-0.571831061451805	2012-01-18
10.2577604166667	60.5031666666667	-0.577085879860594	2012-01-19
10.5647395833333	59.1932083333333	-0.591667270163557	2012-01-20
10.8586666666667	61.43753125	-0.567091328836606	2012-01-21
10.5706354166667	68.5484583333333	-0.500530008336189	2012-01-22
9.40279166666667	68.6762083333333	-0.49946872098984	2012-01-23
11.0199583333333	70.0343229166667	-0.488442025513249	2012-01-24
18.66728125	69.714375	-0.490998339161143	2012-01-25
20.3166979166667	68.88090625	-0.497776966695854	2012-01-26
16.9345416666667	67.0202083333333	-0.513562029976454	2012-01-27
18.5466354166667	61.5863541666667	-0.565529369747732	2012-01-28
20.3281770833333	52.5417291666667	-0.677785879114312	2012-01-29
15.1696734693878	46.80859375	-0.773207951342805	2012-01-30
10.3045729166667	44.2258541666667	-0.824891041320255	2012-01-31
12.3742291666667	42.3079583333333	-0.867653516285986	2012-02-01
14.3510416666667	40.23909375	-0.918689072775645	2012-02-02
14.9607083333333	37.2811770833333	-1.00223444937725	2012-02-03
16.1401354166667	31.9466354166667	-1.19515118266984	2012-02-04
16.6265416666667	27.9360625	-1.39264097121111	2012-02-05
16.5709895833333	25.3615833333333	-1.55491421742529	2012-02-06
14.5283958333333	24.77125	-1.59722778739497	2012-02-07
14.2284583333333	26.0778229166667	-1.5063232182119	2012-02-08
20.1652708333333	24.5733645833333	-1.611898967672	2012-02-09
16.7864270833333	22.6660729166667	-1.76741496399399	2012-02-10
12.1251770833333	23.1135	-1.72846493861093	2012-02-11
11.3931354166667	24.2449166666667	-1.63681612766991	2012-02-12
10.8486875	24.16434375	-1.6430394183277	2012-02-13
8.71392708333333	26.5663125	-1.47478880726305	2012-02-14
8.70176041666667	28.74075	-1.3482786516487	2012-02-15
9.91633333333333	63.7571354166667	-0.543631559632979	2012-02-16
16.5063125	63.12071875	-0.549884505188641	2012-02-17
10.7842916666667	59.32646875	-0.590152430286696	2012-02-18
9.84495833333333	55.6607604166667	-0.634660507266884	2012-02-19
9.64955208333333	53.0866979166667	-0.669859585833427	2012-02-20
13.1386666666667	49.7576145833333	-0.721186518448227	2012-02-21
16.9158854166667	43.3043229166667	-0.844932199006221	2012-02-22
17.3691458333333	37.1807395833333	-1.00532143138668	2012-02-23
15.85696875	32.9083020833333	-1.15541831337975	2012-02-24
13.0217604166667	30.12540625	-1.27786203849358	2012-02-25
10.8635520833333	27.9587395833333	-1.39135334750975	2012-02-26
9.94385416666667	27.2378333333333	-1.43341113021875	2012-02-27
7.58970833333333	64.00215625	-0.541259632231146	2012-02-28
7.48503125	65.29603125	-0.529049798641367	2012-02-29
10.9126145833333	63.4471458333333	-0.54666051462985	2012-03-01
11.4839375	59.8282291666667	-0.584513410102121	2012-03-02
17.71790625	53.3481666666667	-0.666118138079204	2012-03-03
22.17265625	43.9243645833333	-0.831348720538495	2012-03-04
21.6759166666667	35.8686354166667	-1.04735172963818	2012-03-05
12.5983958333333	31.6373854166667	-1.20847820270937	2012-03-06
9.02540625	29.97890625	-1.28498333368612	2012-03-07
14.03121875	25.82833125	-1.52292197143122	2012-03-08
19.6372083333333	21.9787635416667	-1.83055918971337	2012-03-09
17.8662083333333	19.6457166666667	-2.08037731596613	2012-03-10
11.96721875	19.4347885416667	-2.10613640078295	2012-03-11
11.6840833333333	19.8477375	-2.05625485234932	2012-03-12
11.5949375	19.7217354166667	-2.07123817807003	2012-03-13
10.8514791666667	19.3963583333333	-2.11089417775823	2012-03-14
11.8708333333333	19.2630697916667	-2.1275531620378	2012-03-15
